종목코드,종목명,적용시작일,WICS대,WICS중,WICS소,KRX섹터,산업분류
016250,SGC E&C,2026-07-01,산업재,자본재,건설,,건물 건설업
016360,삼성증권,2026-07-01,금융,증권,증권,KRX 증권,금융 지원 서비스업
016380,KG스틸,2026-07-01,소재,소재,철강,KRX 철강,1차 철강 제조업
016450,한세예스24홀딩스,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
016580,환인제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
016590,신대양제지,2026-07-01,소재,소재,포장재,,"골판지, 종이 상자 및 종이 용기 제조업"
016600,큐캐피탈,2026-07-01,금융,다각화된금융,창업투자,,기타 금융업
016610,DB증권,2026-07-01,금융,증권,증권,,금융 지원 서비스업
016670,디모아,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,기타 전문 도매업
016710,대성홀딩스,2026-07-01,유틸리티,유틸리티,가스유틸리티,,회사 본부 및 경영 컨설팅 서비스업
016740,두올,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
016790,현대사료,2026-07-01,필수소비재,"식품,음료,담배",식품,,동물용 사료 및 조제식품 제조
016800,퍼시스,2026-07-01,산업재,자본재,가구,,가구 제조업
016880,웅진,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,출판,,기타 금융업
016920,카스,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,기계장비 및 관련 물품 도매업
017000,신원종합개발,2026-07-01,산업재,자본재,건설,,건물 건설업
017040,광명전기,2026-07-01,산업재,자본재,전기장비,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
017180,명문제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
017250,인터엠,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,영상 및 음향기기 제조업
017370,우신시스템,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,특수 목적용 기계 제조업
017390,서울가스,2026-07-01,유틸리티,유틸리티,가스유틸리티,KRX 유틸리티,연료용 가스 제조 및 배관공급업
017480,삼현철강,2026-07-01,소재,소재,철강,,1차 철강 제조업
017510,세명전기,2026-07-01,산업재,자본재,전기장비,,기타 금속 가공제품 제조업
017550,수산세보틱스,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
017650,대림제지,2026-07-01,소재,소재,포장재,,기타 종이 및 판지 제품 제조업
017670,SK텔레콤,2026-07-01,커뮤니케이션서비스,전기통신서비스,무선통신서비스,KRX 방송통신,전기 통신업
017800,현대엘리베이터,2026-07-01,산업재,자본재,기계,KRX 기계장비,일반 목적용 기계 제조업
017810,풀무원,2026-07-01,필수소비재,"식품,음료,담배",식품,KRX 필수소비재,기타 식품 제조업
017860,DS단석,2026-07-01,소재,소재,화학,,기타 화학제품 제조업
017890,한국알콜,2026-07-01,소재,소재,화학,,기타 화학제품 제조업
017900,광전자,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,반도체 제조업
017940,E1,2026-07-01,유틸리티,유틸리티,가스유틸리티,KRX 에너지화학,기타 전문 도매업
017960,한국카본,2026-07-01,산업재,자본재,조선,KRX 에너지화학,"구조용 금속제품, 탱크 및 증기발생기 제조업"
018000,유니슨,2026-07-01,에너지,에너지,에너지장비및서비스,,일반 목적용 기계 제조업
018120,진로발효,2026-07-01,필수소비재,"식품,음료,담배",음료,,알코올음료 제조업
018250,애경산업,2026-07-01,경기관련소비재,내구소비재와의류,화장품,KRX 필수소비재,기타 화학제품 제조업
018260,삼성에스디에스,2026-07-01,IT,소프트웨어와서비스,IT서비스,KRX 정보기술,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
018290,브이티,2026-07-01,경기관련소비재,내구소비재와의류,화장품,KRX 필수소비재,기타 화학제품 제조업
018310,삼목에스폼,2026-07-01,산업재,자본재,건축제품,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
018470,조일알미늄,2026-07-01,소재,소재,비철금속,,1차 비철금속 제조업
018500,동원금속,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
018620,우진비앤지,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
018670,SK가스,2026-07-01,유틸리티,유틸리티,가스유틸리티,KRX 에너지화학,기타 전문 도매업
018680,서울제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
018700,졸스,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,생활용품 도매업
018880,한온시스템,2026-07-01,경기관련소비재,자동차와부품,자동차부품,KRX 자동차,일반 목적용 기계 제조업
019010,베뉴지,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",,종합 소매업
019170,신풍제약,2026-07-01,건강관리,제약과생물공학,제약,KRX 헬스케어,의약품 제조업
019180,티에이치엔,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,기타 전기장비 제조업
019210,와이지-원,2026-07-01,산업재,자본재,기계,,기타 금속 가공제품 제조업
019490,엑시큐어하이트론,2026-07-01,IT,기술하드웨어와장비,통신장비,,영상 및 음향기기 제조업
019540,일지테크,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
019550,SBI인베스트먼트,2026-07-01,금융,다각화된금융,창업투자,,신탁업 및 집합투자업
019570,플루토스,2026-07-01,금융,다각화된금융,창업투자,,신탁업 및 집합투자업
019660,글로본,2026-07-01,경기관련소비재,소매(유통),판매업체,,상품 종합 도매업
019680,대교,2026-07-01,경기관련소비재,교육서비스,교육서비스,,초등 교육기관
019770,서연탑메탈,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,특수 목적용 기계 제조업
019990,에너토크,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
020000,한섬,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
020120,키다리스튜디오,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,양방향미디어와서비스,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
020150,롯데에너지머티리얼즈,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,KRX 정보기술,전자부품 제조업
020180,대신정보통신,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
020400,대동금속,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,금속 주조업
020560,아시아나항공,2026-07-01,산업재,운송,항공사,KRX 운송,항공 여객 운송업
020710,시공테크,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",,전문디자인업
020760,일진디스플,2026-07-01,IT,디스플레이,디스플레이패널,,반도체 제조업
021040,대호특수강,2026-07-01,소재,소재,철강,,1차 철강 제조업
021050,서원,2026-07-01,소재,소재,비철금속,,금속 주조업
021080,에이티넘인베스트,2026-07-01,금융,다각화된금융,창업투자,,신탁업 및 집합투자업
021240,코웨이,2026-07-01,경기관련소비재,내구소비재와의류,가정용기기와용품,KRX 경기소비재,그외 기타 개인 서비스업
021320,KCC건설,2026-07-01,산업재,자본재,건설,,건물 건설업
021650,한국큐빅,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,플라스틱제품 제조업
021820,세원정공,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
021880,메이슨캐피탈,2026-07-01,금융,다각화된금융,기타금융,,기타 금융업
022100,포스코DX,2026-07-01,IT,소프트웨어와서비스,IT서비스,KRX 정보기술,"건축기술, 엔지니어링 및 관련 기술 서비스업"
022220,티케이지애강,2026-07-01,산업재,자본재,건축제품,,플라스틱제품 제조업
023000,삼원강재,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
023150,MH에탄올,2026-07-01,필수소비재,"식품,음료,담배",음료,,알코올음료 제조업
023160,태광,2026-07-01,산업재,자본재,기계,,1차 철강 제조업
023350,한국종합기술,2026-07-01,산업재,자본재,건설,,"건축기술, 엔지니어링 및 관련 기술 서비스업"
023410,유진기업,2026-07-01,산업재,자본재,건축자재,,"시멘트, 석회, 플라스터 및 그 제품 제조업"
023440,제이스코홀딩스,2026-07-01,소재,소재,철강,,1차 철강 제조업
023450,동남합성,2026-07-01,소재,소재,화학,,기초 화학물질 제조업
023530,롯데쇼핑,2026-07-01,경기관련소비재,소매(유통),백화점과일반상점,KRX 경기소비재,종합 소매업
023590,다우기술,2026-07-01,금융,증권,증권,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
023600,삼보판지,2026-07-01,소재,소재,포장재,,"펄프, 종이 및 판지 제조업"
023760,한국캐피탈,2026-07-01,금융,다각화된금융,기타금융,,기타 금융업
023770,플레이위드,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,게임엔터테인먼트,,소프트웨어 개발 및 공급업
023790,동일스틸럭스,2026-07-01,소재,소재,철강,,1차 철강 제조업
023800,인지컨트롤스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
023810,인팩,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
023900,풍국주정,2026-07-01,소재,소재,화학,,알코올음료 제조업
023910,대한약품,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
023960,에쓰씨엔지니어링,2026-07-01,산업재,자본재,건설,,토목 건설업
024060,흥구석유,2026-07-01,에너지,에너지,석유와가스,,기타 전문 도매업
024070,WISCOM,2026-07-01,소재,소재,화학,,플라스틱제품 제조업
024090,디씨엠,2026-07-01,소재,소재,비철금속,,1차 철강 제조업
024110,기업은행,2026-07-01,금융,은행,은행,KRX 은행,은행 및 저축기관
024120,KB오토시스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
024720,콜마홀딩스,2026-07-01,경기관련소비재,내구소비재와의류,화장품,KRX 필수소비재,기타 금융업
024740,한일단조,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
024800,유성티엔에스,2026-07-01,산업재,운송,도로와철도운송,,육상 여객 운송업
024830,세원물산,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
024840,KBI메탈,2026-07-01,산업재,자본재,전기장비,,1차 비철금속 제조업
024850,HLB이노베이션,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,전자부품 제조업
024880,케이피에프,2026-07-01,산업재,자본재,기계,,기타 금속 가공제품 제조업
024890,대원화성,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,플라스틱제품 제조업
024900,디와이덕양,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
024910,경창산업,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
024940,PN풍년,2026-07-01,경기관련소비재,내구소비재와의류,가정용기기와용품,,생활용품 도매업
024950,삼천리자전거,2026-07-01,경기관련소비재,내구소비재와의류,레저용장비와제품,,생활용품 도매업
025000,KPX케미칼,2026-07-01,소재,소재,화학,,기초 화학물질 제조업
025320,시노펙스,2026-07-01,IT,기술하드웨어와장비,핸드셋,,전자부품 제조업
025440,DH오토웨어,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,영상 및 음향기기 제조업
025530,SJM홀딩스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 부품 및 내장품 판매업
025540,한국단자,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
025550,한국선재,2026-07-01,소재,소재,철강,,1차 철강 제조업
025560,미래산업,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
025620,차AI헬스케어,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,기타 화학제품 제조업
025750,한솔홈데코,2026-07-01,산업재,자본재,건축자재,,제재 및 목재 가공업
025770,한국정보통신,2026-07-01,IT,소프트웨어와서비스,IT서비스,,전기 통신업
025820,이구산업,2026-07-01,소재,소재,비철금속,,1차 비철금속 제조업
025860,남해화학,2026-07-01,소재,소재,화학,,"비료, 농약 및 살균, 살충제 제조업"
025870,신라에스지,2026-07-01,필수소비재,"식품,음료,담배",식품,,음·식료품 및 담배 도매업
025880,케이씨피드,2026-07-01,필수소비재,"식품,음료,담배",식품,,동물용 사료 및 조제식품 제조
025890,한국주강,2026-07-01,소재,소재,철강,,특수 목적용 기계 제조업
025900,동화기업,2026-07-01,산업재,자본재,건축자재,,나무제품 제조업
025950,동신건설,2026-07-01,산업재,자본재,건설,,토목 건설업
025980,아난티,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",KRX 경기소비재,일반 및 생활 숙박시설 운영업
026040,제이에스티나,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,귀금속 및 장신용품 제조업
026150,특수건설,2026-07-01,산업재,자본재,건설,,토목 건설업
026890,스틱인베스트먼트,2026-07-01,금융,다각화된금융,창업투자,,신탁업 및 집합투자업
026910,광진실업,2026-07-01,소재,소재,철강,,1차 철강 제조업
026940,부국철강,2026-07-01,소재,소재,철강,,1차 철강 제조업
026960,동서,2026-07-01,필수소비재,"식품,음료,담배",식품,KRX 필수소비재,음·식료품 및 담배 도매업
027040,서울전자통신,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
027050,코리아나,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,기타 화학제품 제조업
027360,아주IB투자,2026-07-01,금융,다각화된금융,창업투자,,기타 금융업
027410,BGF,2026-07-01,소재,소재,화학,,기타 금융업
027580,상보,2026-07-01,소재,소재,화학,,플라스틱제품 제조업
027710,팜스토리,2026-07-01,필수소비재,"식품,음료,담배",식품,,동물용 사료 및 조제식품 제조
027740,마니커,2026-07-01,필수소비재,"식품,음료,담배",식품,,"도축, 육류 가공 및 저장 처리업"
027830,대성창투,2026-07-01,금융,다각화된금융,창업투자,,신탁업 및 집합투자업
027970,한국제지,2026-07-01,소재,소재,종이와목재,,"펄프, 종이 및 판지 제조업"
028050,삼성E&A,2026-07-01,산업재,자본재,건설,KRX 건설,"건축기술, 엔지니어링 및 관련 기술 서비스업"
028080,휴맥스홀딩스,2026-07-01,IT,전자와 전기제품,전자제품,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
028100,동아지질,2026-07-01,산업재,자본재,건설,,기반조성 및 시설물 축조관련 전문공사업
028260,삼성물산,2026-07-01,산업재,자본재,복합기업,,기타 전문 도매업
028300,HLB,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,KRX 헬스케어,의료용품 및 기타 의약 관련제품 제조업
028670,팬오션,2026-07-01,산업재,운송,해운사,KRX 운송,해상 운송업
029460,케이씨,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
029480,광무,2026-07-01,IT,소프트웨어와서비스,IT서비스,,통신 및 방송 장비 제조업
029530,신도리코,2026-07-01,IT,기술하드웨어와장비,사무용전자제품,,컴퓨터 및 주변장치 제조업
029780,삼성카드,2026-07-01,금융,다각화된금융,카드,,기타 금융업
030000,제일기획,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,광고,KRX K콘텐츠,광고업
030190,NICE평가정보,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,기타 정보 서비스업
030200,KT,2026-07-01,커뮤니케이션서비스,전기통신서비스,다각화된통신서비스,KRX 방송통신,전기 통신업
030210,다올투자증권,2026-07-01,금융,증권,증권,,금융 지원 서비스업
030350,드래곤플라이,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,게임엔터테인먼트,,소프트웨어 개발 및 공급업
030520,한글과컴퓨터,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
030530,원익홀딩스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,기초 화학물질 제조업
030610,교보증권,2026-07-01,금융,증권,증권,KRX 증권,금융 지원 서비스업
030720,동원수산,2026-07-01,필수소비재,"식품,음료,담배",식품,,어로 어업
030960,양지사,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,인쇄 및 인쇄관련 산업
031210,서울보증보험,2026-07-01,금융,보험,손해보험,KRX 보험,보험업
031310,아이즈비전,2026-07-01,IT,기술하드웨어와장비,통신장비,,전기 통신업
031330,에스에이엠티,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,기계장비 및 관련 물품 도매업
031430,신세계인터내셔날,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",KRX 경기소비재,"섬유, 의복, 신발 및 가죽제품 소매업"
031440,신세계푸드,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",,음식점업
031510,오스템,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
031820,아이티센씨티에스,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
031860,디에이치엑스컴퍼니,2026-07-01,IT,기술하드웨어와장비,컴퓨터와주변기기,,상품 종합 도매업
031980,피에스케이홀딩스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 반도체,특수 목적용 기계 제조업
032080,아즈텍WB,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,"섬유제품 염색, 정리 및 마무리 가공업"
032190,다우데이타,2026-07-01,금융,증권,증권,,기계장비 및 관련 물품 도매업
032280,삼일,2026-07-01,산업재,운송,항공화물운송과물류,,도로 화물 운송업
032300,한국파마,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
032350,롯데관광개발,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",KRX 경기소비재,여행사 및 기타 여행보조 서비스업
032500,케이엠더블유,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
032540,TJ미디어,2026-07-01,IT,전자와 전기제품,전자제품,,영상 및 음향기기 제조업
032560,황금에스티,2026-07-01,소재,소재,비철금속,,1차 비철금속 제조업
032580,피델릭스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
032620,GC메디아이,2026-07-01,건강관리,건강관리장비와서비스,건강관리기술,,소프트웨어 개발 및 공급업
032640,LG유플러스,2026-07-01,커뮤니케이션서비스,전기통신서비스,무선통신서비스,KRX 방송통신,전기 통신업
032680,소프트센,2026-07-01,IT,소프트웨어와서비스,IT서비스,,기타 정보 서비스업
032750,삼진,2026-07-01,IT,전자와 전기제품,전자제품,,통신 및 방송 장비 제조업
032790,엠젠솔루션,2026-07-01,IT,소프트웨어와서비스,IT서비스,,기계장비 및 관련 물품 도매업
032800,판타지오,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,창작 및 예술관련 서비스업
032820,우리기술,2026-07-01,산업재,자본재,우주항공과국방,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
032830,삼성생명,2026-07-01,금융,보험,생명보험,KRX 보험,보험업
032850,비트컴퓨터,2026-07-01,건강관리,건강관리장비와서비스,건강관리기술,,소프트웨어 개발 및 공급업
032860,더라미,2026-07-01,경기관련소비재,소매(유통),판매업체,,"해체, 선별 및 원료 재생업"
032940,원익,2026-07-01,경기관련소비재,내구소비재와의류,화장품,,기계장비 및 관련 물품 도매업
032960,동일기연,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,전자부품 제조업
032980,바이온,2026-07-01,산업재,자본재,조선,,음·식료품 및 담배 도매업
033050,제이엠아이,2026-07-01,필수소비재,가정용품과개인용품,가정용품,,기타 화학제품 제조업
033100,제룡전기,2026-07-01,산업재,자본재,전기장비,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
033130,디지틀조선,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
033160,엠케이전자,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,전자부품 제조업
033170,시그네틱스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
033200,모아텍,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,전자부품 제조업
033230,인성정보,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
033240,자화전자,2026-07-01,IT,기술하드웨어와장비,통신장비,,전자부품 제조업
033250,체시스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
033270,유나이티드제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
033290,로젠,2026-07-01,산업재,운송,항공화물운송과물류,,"섬유, 의복, 신발 및 가죽제품 소매업"
033310,엠투엔,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,전자부품 제조업
033320,제이씨현시스템,2026-07-01,IT,기술하드웨어와장비,컴퓨터와주변기기,,기계장비 및 관련 물품 도매업
033340,좋은사람들,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,봉제의복 제조업
033500,동성화인텍,2026-07-01,소재,소재,화학,KRX 에너지화학,기초 화학물질 제조업
033530,SJG세종,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
033540,파라텍,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
033560,블루콤,2026-07-01,금융,부동산,부동산,,영상 및 음향기기 제조업
033640,네패스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,반도체 제조업
033780,KT&G,2026-07-01,필수소비재,"식품,음료,담배",담배,KRX 필수소비재,담배 제조업
033790,피노,2026-07-01,IT,전자와 전기제품,전기제품,,일차전지 및 이차전지 제조업
033830,티비씨,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,텔레비전 방송업
033920,무학,2026-07-01,필수소비재,"식품,음료,담배",음료,,알코올음료 제조업
034020,두산에너빌리티,2026-07-01,산업재,자본재,기계,KRX 기계장비,일반 목적용 기계 제조업
034120,SBS,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,KRX 방송통신,텔레비전 방송업
034220,LG디스플레이,2026-07-01,IT,디스플레이,디스플레이패널,KRX 정보기술,전자부품 제조업
034230,파라다이스,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",KRX 경기소비재,유원지 및 기타 오락관련 서비스업
034310,NICE,2026-07-01,IT,소프트웨어와서비스,IT서비스,,회사 본부 및 경영 컨설팅 서비스업
034590,인천도시가스,2026-07-01,유틸리티,유틸리티,가스유틸리티,,연료용 가스 제조 및 배관공급업
034730,SK,2026-07-01,에너지,에너지,석유와가스,,기타 금융업
034810,해성산업,2026-07-01,소재,소재,종이와목재,,기타 금융업
034830,한국토지신탁,2026-07-01,금융,부동산,부동산,,신탁업 및 집합투자업
034940,조아제약,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
034950,한국기업평가,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,기타 사업지원 서비스업
035000,HS애드,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,광고,,광고업
035080,그래디언트,2026-07-01,경기관련소비재,소매(유통),인터넷과카탈로그소매,,무점포 소매업
035150,백산,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,플라스틱제품 제조업
035200,프럼파스트,2026-07-01,산업재,자본재,건축제품,,플라스틱제품 제조업
035250,강원랜드,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",KRX 경기소비재,유원지 및 기타 오락관련 서비스업
035290,골드앤에스,2026-07-01,경기관련소비재,교육서비스,교육서비스,,"서적, 잡지 및 기타 인쇄물 출판업"
035420,NAVER,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,양방향미디어와서비스,KRX K콘텐츠,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
035460,기산텔레콤,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
035510,신세계 I&C,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
035600,KG이니시스,2026-07-01,IT,소프트웨어와서비스,IT서비스,,소프트웨어 개발 및 공급업
035610,솔본,2026-07-01,건강관리,건강관리장비와서비스,건강관리기술,,회사 본부 및 경영 컨설팅 서비스업
035620,바른손이앤에이,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
035720,카카오,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,양방향미디어와서비스,KRX K콘텐츠,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
035760,CJ ENM,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,KRX K콘텐츠,텔레비전 방송업
035810,이지홀딩스,2026-07-01,필수소비재,"식품,음료,담배",식품,,동물용 사료 및 조제식품 제조
035890,서희건설,2026-07-01,산업재,자본재,건설,,건물 건설업
035900,JYP Ent.,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,KRX K콘텐츠,오디오물 출판 및 원판 녹음업
036000,예림당,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,출판,,"서적, 잡지 및 기타 인쇄물 출판업"
036010,아비코전자,2026-07-01,IT,전자와 전기제품,전기제품,,전자부품 제조업
036030,케이티알파,2026-07-01,경기관련소비재,소매(유통),인터넷과카탈로그소매,,상품 중개업
036090,위지트,2026-07-01,IT,디스플레이,디스플레이장비및부품,,특수 목적용 기계 제조업
036120,서울평가정보,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,기타 정보 서비스업
036170,에이치엠넥스,2026-07-01,IT,디스플레이,디스플레이장비및부품,,반도체 제조업
036190,금화피에스시,2026-07-01,산업재,자본재,건설,,전기 및 통신 공사업
036200,유니셈,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,특수 목적용 기계 제조업
036220,오상헬스케어,2026-07-01,건강관리,제약과생물공학,생명과학도구및서비스,,의료용 기기 제조업
036420,콘텐트리중앙,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
036460,한국가스공사,2026-07-01,유틸리티,유틸리티,가스유틸리티,KRX 유틸리티,연료용 가스 제조 및 배관공급업
036480,대성미생물,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
036530,SNT홀딩스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,KRX 자동차,기타 금융업
036540,SFA반도체,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 반도체,반도체 제조업
036560,KZ정밀,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
036570,NC,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,게임엔터테인먼트,KRX K콘텐츠,소프트웨어 개발 및 공급업
036580,팜스코,2026-07-01,필수소비재,"식품,음료,담배",식품,,"곡물가공품, 전분 및 전분제품 제조업"
036620,감성코퍼레이션,2026-07-01,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",KRX 경기소비재,기타 전문 도매업
036630,세종텔레콤,2026-07-01,커뮤니케이션서비스,전기통신서비스,다각화된통신서비스,,전기 및 통신 공사업
036640,HRS,2026-07-01,소재,소재,화학,,합성고무 및 플라스틱 물질 제조업
036670,삼양케이씨아이,2026-07-01,소재,소재,화학,,기타 화학제품 제조업
