종목코드,종목명,적용시작일,WICS대,WICS중,WICS소,KRX섹터,산업분류
036690,코맥스,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
036710,심텍홀딩스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,회사 본부 및 경영 컨설팅 서비스업
036800,나이스정보통신,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,전기 통신업
036810,에프에스티,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,전자부품 제조업
036830,솔브레인홀딩스,2026-07-01,IT,전자와 전기제품,전기제품,KRX 에너지화학,회사 본부 및 경영 컨설팅 서비스업
036890,진성티이씨,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
036930,주성엔지니어링,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 반도체,특수 목적용 기계 제조업
037030,파워넷,2026-07-01,IT,전자와 전기제품,전기제품,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
037070,파세코,2026-07-01,경기관련소비재,내구소비재와의류,가정용기기와용품,,가정용 기기 제조업
037230,한국팩키지,2026-07-01,소재,소재,포장재,,"골판지, 종이 상자 및 종이 용기 제조업"
037270,YG PLUS,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
037330,인지디스플레,2026-07-01,IT,디스플레이,디스플레이장비및부품,,전자부품 제조업
037350,성도이엔지,2026-07-01,산업재,자본재,건설,,"건축기술, 엔지니어링 및 관련 기술 서비스업"
037370,EG,2026-07-01,소재,소재,비철금속,,기초 화학물질 제조업
037400,우리엔터프라이즈,2026-07-01,IT,디스플레이,디스플레이장비및부품,,상품 종합 도매업
037440,희림,2026-07-01,산업재,자본재,건설,,"건축기술, 엔지니어링 및 관련 기술 서비스업"
037460,삼지전자,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
037560,LG헬로비전,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,KRX 방송통신,텔레비전 방송업
037710,광주신세계,2026-07-01,경기관련소비재,소매(유통),백화점과일반상점,,종합 소매업
037760,쎄니트,2026-07-01,소재,소재,철강,,1차 철강 제조업
037950,엘컴텍,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,전자부품 제조업
038010,제일테크노스,2026-07-01,산업재,자본재,조선,,"구조용 금속제품, 탱크 및 증기발생기 제조업"
038060,루멘스,2026-07-01,IT,디스플레이,디스플레이장비및부품,,반도체 제조업
038070,서린바이오,2026-07-01,건강관리,제약과생물공학,생물공학,,기타 전문 도매업
038110,에코플라스틱,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
038290,마크로젠,2026-07-01,건강관리,제약과생물공학,생명과학도구및서비스,,"그외 기타 전문, 과학 및 기술 서비스업"
038390,레드캡투어,2026-07-01,산업재,운송,도로와철도운송,,여행사 및 기타 여행보조 서비스업
038460,바이오스마트,2026-07-01,산업재,자본재,전기장비,,전자부품 제조업
038500,삼표시멘트,2026-07-01,산업재,자본재,건축자재,KRX 건설,기타 비금속 광물제품 제조업
038530,케이바이오랩스,2026-07-01,IT,소프트웨어와서비스,IT서비스,,생활용품 도매업
038540,상상인,2026-07-01,금융,다각화된금융,기타금융,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
038620,위즈코프,2026-07-01,산업재,운송,운송인프라,,연료 소매업
038680,에스넷,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
038870,에코심플렉스,2026-07-01,에너지,에너지,에너지장비및서비스,,사업시설 유지·관리 서비스업
038880,아이에이,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,전자부품 제조업
038950,파인디지털,2026-07-01,IT,전자와 전기제품,전자제품,,통신 및 방송 장비 제조업
039010,현대에이치티,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
039020,이건홀딩스,2026-07-01,산업재,자본재,건축자재,,제재 및 목재 가공업
039030,이오테크닉스,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 반도체,특수 목적용 기계 제조업
039130,하나투어,2026-07-01,경기관련소비재,"호텔,레스토랑,레저등","호텔,레스토랑,레저",KRX 경기소비재,여행사 및 기타 여행보조 서비스업
039200,오스코텍,2026-07-01,건강관리,제약과생물공학,제약,KRX 헬스케어,의약품 제조업
039240,경남스틸,2026-07-01,소재,소재,철강,,1차 철강 제조업
039290,인포뱅크,2026-07-01,IT,소프트웨어와서비스,IT서비스,,기타 정보 서비스업
039310,세중,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
039340,한국경제TV,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,텔레비전 방송업
039420,케이엘넷,2026-07-01,IT,소프트웨어와서비스,IT서비스,,전기 통신업
039440,에스티아이,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,특수 목적용 기계 제조업
039490,키움증권,2026-07-01,금융,증권,증권,KRX 증권,금융 지원 서비스업
039560,다산네트웍스,2026-07-01,IT,기술하드웨어와장비,통신장비,,통신 및 방송 장비 제조업
039570,HDC랩스,2026-07-01,산업재,자본재,건설,,전기 및 통신 공사업
039610,화성밸브,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
039740,한국정보공학,2026-07-01,경기관련소비재,소매(유통),판매업체,,기타 전문 도매업
039830,오로라,2026-07-01,경기관련소비재,내구소비재와의류,레저용장비와제품,,전문디자인업
039840,디오,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
039860,나노엔텍,2026-07-01,건강관리,제약과생물공학,생명과학도구및서비스,,의료용 기기 제조업
039980,폴라리스AI,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
040160,누리플렉스,2026-07-01,IT,소프트웨어와서비스,IT서비스,,소프트웨어 개발 및 공급업
040300,YTN,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,"영화, 비디오물, 방송프로그램 제작 및 배급업"
040350,크레오에스지,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
040420,정상제이엘에스,2026-07-01,경기관련소비재,교육서비스,교육서비스,,일반 교습 학원
040610,SG&G,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
040910,아이씨디,2026-07-01,IT,디스플레이,디스플레이장비및부품,,특수 목적용 기계 제조업
041020,폴라리스오피스,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,소프트웨어 개발 및 공급업
041190,우리기술투자,2026-07-01,금융,다각화된금융,창업투자,,기타 금융업
041440,현대에버다임,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
041460,한국전자인증,2026-07-01,IT,소프트웨어와서비스,IT서비스,,소프트웨어 개발 및 공급업
041510,에스엠,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,KRX K콘텐츠,오디오물 출판 및 원판 녹음업
041520,이엘씨,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
041590,플래스크,2026-07-01,산업재,자본재,건설,,실내건축 및 건축마무리 공사업
041650,상신브레이크,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
041830,인바디,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
041910,폴라리스AI파마,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
041920,메디아나,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
041930,SY동아,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,고무제품 제조업
041960,코미팜,2026-07-01,건강관리,제약과생물공학,제약,,의약품 제조업
042000,카페24,2026-07-01,IT,소프트웨어와서비스,IT서비스,KRX 정보기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
042040,케이피엠테크,2026-07-01,소재,소재,화학,,기타 전문 도매업
042110,에스씨디,2026-07-01,IT,전자와 전기제품,전기제품,,가정용 기기 제조업
042370,비츠로테크,2026-07-01,IT,전자와 전기제품,전기제품,,기타 금융업
042420,네오위즈홀딩스,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,게임엔터테인먼트,,소프트웨어 개발 및 공급업
042500,링네트,2026-07-01,IT,소프트웨어와서비스,IT서비스,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
042510,라온시큐어,2026-07-01,IT,소프트웨어와서비스,소프트웨어,,소프트웨어 개발 및 공급업
042520,한스바이오메드,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용품 및 기타 의약 관련제품 제조업
042600,새로닉스,2026-07-01,경기관련소비재,내구소비재와의류,가정용기기와용품,,전자부품 제조업
042660,한화오션,2026-07-01,산업재,자본재,조선,KRX 기계장비,선박 및 보트 건조업
042700,한미반도체,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 반도체,특수 목적용 기계 제조업
042940,상지건설,2026-07-01,산업재,자본재,건설,,건물 건설업
043090,더테크놀로지,2026-07-01,IT,기술하드웨어와장비,통신장비,,기타 전문 도매업
043100,알파AI,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
043150,바텍,2026-07-01,건강관리,건강관리장비와서비스,건강관리장비와용품,,의료용 기기 제조업
043200,파루,2026-07-01,에너지,에너지,에너지장비및서비스,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
043220,티에스넥스젠,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
043260,성호전자,2026-07-01,IT,전자와 전기제품,전기제품,,전자부품 제조업
043340,에쎈테크,2026-07-01,산업재,자본재,기계,,일반 목적용 기계 제조업
043360,디지아이,2026-07-01,IT,기술하드웨어와장비,컴퓨터와주변기기,,컴퓨터 및 주변장치 제조업
043370,피에이치에이,2026-07-01,경기관련소비재,자동차와부품,자동차부품,,자동차 신품 부품 제조업
043590,웰킵스하이텍,2026-07-01,IT,전자와 전기제품,전기제품,,반도체 제조업
043610,KT지니뮤직,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,영상·오디오물 제공 서비스업
043650,국순당,2026-07-01,필수소비재,"식품,음료,담배",음료,,알코올음료 제조업
043710,코스리거글로벌,2026-07-01,건강관리,건강관리장비와서비스,건강관리업체및서비스,,기타 전문 도매업
043910,자연과환경,2026-07-01,산업재,상업서비스와공급품,상업서비스와공급품,,"시멘트, 석회, 플라스터 및 그 제품 제조업"
044180,KD,2026-07-01,산업재,자본재,건설,,건물 건설업
044340,위닉스,2026-07-01,경기관련소비재,내구소비재와의류,가정용기기와용품,,가정용 기기 제조업
044380,주연테크,2026-07-01,IT,기술하드웨어와장비,컴퓨터와주변기기,,컴퓨터 및 주변장치 제조업
044450,KSS해운,2026-07-01,산업재,운송,해운사,,해상 운송업
044480,빌리언스,2026-07-01,커뮤니케이션서비스,미디어와엔터테인먼트,방송과엔터테인먼트,,창작 및 예술관련 서비스업
044490,태웅,2026-07-01,에너지,에너지,에너지장비및서비스,,기타 금속 가공제품 제조업
044780,에이치케이,2026-07-01,산업재,자본재,기계,,특수 목적용 기계 제조업
044820,코스맥스비티아이,2026-07-01,건강관리,건강관리장비와서비스,건강관리업체및서비스,,기타 금융업
044960,이글벳,2026-07-01,건강관리,제약과생물공학,제약,,기타 전문 도매업
044990,에이치엔에스하이텍,2026-07-01,IT,기술하드웨어와장비,전자장비와기기,,전자부품 제조업
045060,오공,2026-07-01,소재,소재,화학,,기타 화학제품 제조업
045100,한양이엔지,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,KRX 건설,"건축기술, 엔지니어링 및 관련 기술 서비스업"
045300,성우테크론,2026-07-01,IT,반도체와반도체장비,반도체와반도체장비,,전자부품 제조업
045340,토탈소프트,2026-07-01,산업재,운송,운송인프라,,소프트웨어 개발 및 공급업
045390,대아티아이,2026-07-01,산업재,운송,도로와철도운송,,기타 전기장비 제조업
045510,정원엔시스,2026-07-01,IT,소프트웨어와서비스,IT서비스,,기계장비 및 관련 물품 도매업
